Ticker,Date,Open,High,Low,Close,Volume
spy,2005-02-25,104.77,106.0,104.68,105.79,70221808
spy,2005-02-28,105.55,105.68,104.56,105.08,79695344
spy,2005-03-01,105.22,105.87,105.22,105.62,54607412
spy,2005-03-02,105.21,106.22,105.1,105.57,73733090
spy,2005-03-03,105.99,106.2,105.15,105.61,71286823
spy,2005-03-04,106.31,107.01,106.1,106.93,64483624
spy,2005-03-07,106.86,107.38,106.62,106.97,50288014
spy,2005-03-08,106.87,107.15,106.36,106.55,51274973
spy,2005-03-09,106.25,106.52,105.38,105.39,84491113
spy,2005-03-10,105.4,105.85,104.89,105.62,74962248
spy,2005-03-11,105.88,106.04,104.66,104.88,66729930
spy,2005-03-14,104.89,105.56,104.78,105.54,41713280
spy,2005-03-15,105.78,105.82,104.6,104.65,71730138
spy,2005-03-16,104.27,104.44,103.59,103.77,88074366
spy,2005-03-17,103.94,104.31,103.65,103.99,72019178
spy,2005-03-18,103.75,104.13,102.93,103.26,71037158
spy,2005-03-21,103.42,103.48,102.59,102.89,70515555
spy,2005-03-22,103.11,103.6,101.85,101.85,107137486
spy,2005-03-23,101.87,102.56,101.71,101.93,82588253
spy,2005-03-24,102.33,102.79,101.98,102.05,59713798
spy,2005-03-28,102.29,102.75,102.19,102.19,53885043
spy,2005-03-29,102.05,102.71,101.27,101.51,83849903
spy,2005-03-30,101.85,102.98,101.72,102.96,72199510
spy,2005-03-31,102.97,103.19,102.68,102.77,74669192
spy,2005-04-01,103.34,103.66,101.85,102.3,111800673
spy,2005-04-04,102.24,102.67,101.7,102.48,82200501
spy,2005-04-05,102.6,103.12,102.52,102.97,57487581
spy,2005-04-06,103.19,103.62,102.96,103.32,61195953
spy,2005-04-07,103.15,103.89,103.06,103.87,54209783
spy,2005-04-08,103.81,103.85,102.8,102.8,73804604
spy,2005-04-11,103.04,103.16,102.65,102.89,52639928
spy,2005-04-12,102.7,103.72,101.98,103.41,99373733
spy,2005-04-13,103.28,103.5,102.04,102.18,75829826
spy,2005-04-14,102.31,102.37,100.86,100.86,114379408
spy,2005-04-15,100.83,101.22,99.399,99.439,153892870
spy,2005-04-18,99.419,100.15,99.26899999999999,99.75,115154806
spy,2005-04-19,100.27,100.8,100.04,100.55,78518182
spy,2005-04-20,100.54,100.73,98.916,99.12,131823084
spy,2005-04-21,100.0,101.23,99.64,101.06,100403045
spy,2005-04-22,100.83,101.48,99.55,100.68,103125842
spy,2005-04-25,100.94,101.48,100.81,101.33,60109934
spy,2005-04-26,101.03,101.72,100.31,100.36,86510249
spy,2005-04-27,100.07,101.11,99.7,100.75,97784824
spy,2005-04-28,100.42,100.78,99.488,99.488,85253199
