Ticker,Date,Open,High,Low,Close,Volume
xlb,2005-02-25,26.861,27.253,26.785,27.244,1133879
xlb,2005-02-28,27.235,27.235,26.811,26.983,2494858
xlb,2005-03-01,27.166999999999998,27.235,26.93,27.019000000000002,1969113
xlb,2005-03-02,26.948,27.044,26.721,26.939,935816
xlb,2005-03-03,26.921,27.095,26.793000000000003,26.913,541185
xlb,2005-03-04,27.121,27.763,27.069000000000003,27.756,1475048
xlb,2005-03-07,27.772,27.772,27.453000000000003,27.453000000000003,1354986
xlb,2005-03-08,27.453000000000003,27.522,27.338,27.381999999999998,1005985
xlb,2005-03-09,27.511999999999997,27.705,27.41,27.445,2682322
xlb,2005-03-10,27.539,27.555999999999997,26.903000000000002,27.095,4229036
xlb,2005-03-11,27.035,27.478,27.035,27.261,3565831
xlb,2005-03-14,27.166999999999998,27.329,27.026,27.253,1448776
xlb,2005-03-15,27.427,27.427,27.113000000000003,27.121,1359945
xlb,2005-03-16,26.903000000000002,27.019000000000002,26.498,26.54,5662257
xlb,2005-03-17,26.601999999999997,26.93,26.531,26.854,2967839
xlb,2005-03-18,26.854,26.87,26.592,26.758000000000003,2766089
xlb,2005-03-21,26.903000000000002,26.903000000000002,26.506999999999998,26.601999999999997,1474125
xlb,2005-03-22,26.695,26.983,26.489,26.515,1597185
xlb,2005-03-23,26.498,26.566999999999997,26.229,26.256,2442091
xlb,2005-03-24,26.471,26.506999999999998,26.248,26.256,1930624
xlb,2005-03-28,26.385,26.385,26.105,26.105,1340583
xlb,2005-03-29,26.046999999999997,26.331999999999997,25.516,25.525,2601440
xlb,2005-03-30,25.614,25.959,25.614,25.959,2401183
xlb,2005-03-31,26.124000000000002,26.279,26.037,26.176,1755492
xlb,2005-04-01,26.046999999999997,26.489,26.003,26.096999999999998,2256471
xlb,2005-04-04,25.959,25.959,25.752,25.941999999999997,965775
xlb,2005-04-05,25.863000000000003,26.063000000000002,25.837,25.994,525633
xlb,2005-04-06,26.088,26.248,26.088,26.124000000000002,1179853
xlb,2005-04-07,26.239,26.418000000000003,26.185,26.409000000000002,1579092
xlb,2005-04-08,26.418000000000003,26.454,26.011,26.029,1085371
xlb,2005-04-11,26.114,26.114,25.819000000000003,25.941999999999997,318813
xlb,2005-04-12,25.881,26.003,25.499000000000002,25.916,1711020
xlb,2005-04-13,25.906999999999996,25.906999999999996,25.118000000000002,25.195999999999998,3284925
xlb,2005-04-14,25.17,25.195999999999998,24.354,24.49,9064246
xlb,2005-04-15,24.273000000000003,24.509,23.843000000000004,23.881999999999998,3649480
