Ticker,Date,Price,Open,High,Low,ChangePercent
US10YR,2014-01-22,2.867,2.83,2.867,2.829,0.0124
US10YR,2014-01-21,2.832,2.827,2.867,2.819,0.0012
US10YR,2014-01-20,2.829,2.829,2.829,2.827,0.0027
US10YR,2014-01-17,2.821,2.845,2.86,2.818,-0.007
US10YR,2014-01-16,2.841,2.893,2.893,2.838,-0.018
US10YR,2014-01-15,2.893,2.875,2.912,2.86,0.007
US10YR,2014-01-14,2.873,2.836,2.875,2.829,0.0156
US10YR,2014-01-13,2.829,2.864,2.865,2.819,-0.0101
US10YR,2014-01-12,2.858,2.858,2.858,2.858,-0.0007
US10YR,2014-01-10,2.86,2.973,2.974,2.856,-0.0367
US10YR,2014-01-09,2.969,2.987,3.001,2.96,-0.0074
US10YR,2014-01-08,2.991,2.945,3.01,2.945,0.017
US10YR,2014-01-07,2.941,2.961,2.967,2.937,-0.0057
US10YR,2014-01-06,2.958,3.013,3.013,2.947,-0.0178
US10YR,2014-01-05,3.012,3.015,3.015,3.012,0.0045
US10YR,2014-01-03,2.998,2.984,3.012,2.969,0.0023
US10YR,2014-01-02,2.991,3.038,3.041,2.978,-0.0117
US10YR,2014-01-01,3.026,3.026,3.026,3.026,0
US5YR,2014-03-02,1.454,1.507,1.507,1.454,-0.0323
US5YR,2014-02-28,1.503,1.487,1.549,1.48,0.0142
US5YR,2014-02-27,1.482,1.505,1.508,1.467,0.0034
US5YR,2014-02-26,1.477,1.52,1.528,1.475,-0.0251
US5YR,2014-02-25,1.515,1.548,1.549,1.503,-0.0188
US5YR,2014-02-24,1.544,1.539,1.566,1.518,0.0029
US5YR,2014-02-23,1.539,1.541,1.541,1.539,0.0029
US5YR,2014-02-21,1.535,1.543,1.574,1.53,-0.0032
US5YR,2014-02-20,1.54,1.512,1.559,1.47,0.0145
US5YR,2014-02-19,1.518,1.479,1.518,1.446,0.0257
US5YR,2014-02-18,1.48,1.531,1.536,1.47,-0.0324
US5YR,2014-02-17,1.53,1.53,1.533,1.53,0.0023
US5YR,2014-02-14,1.526,1.515,1.535,1.484,0.014
US5YR,2014-02-13,1.505,1.562,1.564,1.502,-0.0377
US5YR,2014-02-12,1.564,1.528,1.582,1.523,0.0196
US5YR,2014-02-11,1.534,1.485,1.538,1.482,0.0407
US5YR,2014-02-10,1.474,1.469,1.479,1.446,0.0024
US5YR,2014-02-09,1.47,1.472,1.472,1.469,0.001
US5YR,2014-02-07,1.469,1.516,1.544,1.436,-0.0342
US5YR,2014-02-06,1.521,1.489,1.525,1.485,0.0194
US5YR,2014-02-05,1.492,1.466,1.495,1.422,0.0157
US5YR,2014-02-04,1.469,1.446,1.474,1.433,0.0216
US5YR,2014-02-03,1.438,1.51,1.52,1.43,-0.0476
US5YR,2014-02-02,1.51,1.508,1.51,1.507,0.0119
US5YR,2014-01-31,1.492,1.547,1.552,1.49,-0.0132
US5YR,2014-01-30,1.512,1.508,1.546,1.497,0.0093
US5YR,2014-01-29,1.498,1.588,1.599,1.485,-0.0385
US5YR,2014-01-28,1.558,1.579,1.611,1.546,-0.007
US5YR,2014-01-27,1.569,1.548,1.593,1.545,0.0147
US5YR,2014-01-26,1.546,1.543,1.546,1.543,0.0021
US5YR,2014-01-24,1.543,1.602,1.611,1.493,-0.0368
US5YR,2014-01-23,1.602,1.707,1.707,1.571,-0.0588
US5YR,2014-01-22,1.702,1.649,1.702,1.647,0.0334
US5YR,2014-01-21,1.647,1.63,1.68,1.629,0.0102
US5YR,2014-01-20,1.63,1.625,1.632,1.625,0.0021
US5YR,2014-01-17,1.627,1.643,1.655,1.617,-0.0091
US5YR,2014-01-16,1.642,1.676,1.678,1.632,-0.0185
US5YR,2014-01-15,1.673,1.65,1.7,1.635,0.0152
US5YR,2014-01-14,1.648,1.594,1.651,1.589,0.0339
US5YR,2014-01-13,1.594,1.632,1.632,1.581,-0.017
US5YR,2014-01-12,1.622,1.622,1.622,1.622,0
US5YR,2014-01-10,1.622,1.754,1.755,1.617,-0.0731
US5YR,2014-01-09,1.75,1.76,1.777,1.737,-0.0079
US5YR,2014-01-08,1.764,1.687,1.77,1.686,0.0494
US5YR,2014-01-07,1.681,1.691,1.7,1.674,-0.0065
US5YR,2014-01-06,1.692,1.75,1.75,1.686,-0.0321
US5YR,2014-01-05,1.748,1.737,1.753,1.737,0.0076
US5YR,2014-01-03,1.735,1.718,1.737,1.702,0.0087
US5YR,2014-01-02,1.72,1.751,1.806,1.712,-0.0158
US5YR,2014-01-01,1.748,1.748,1.748,1.748,0
US6MO,2014-03-02,0.073,0.073,0.073,0.073,-0.0329
US6MO,2014-02-28,0.076,0.073,0.076,0.071,0.027
US6MO,2014-02-27,0.074,0.078,0.078,0.071,-0.0263
US6MO,2014-02-26,0.076,0.081,0.081,0.071,0
US6MO,2014-02-25,0.076,0.081,0.081,0.073,-0.0617
US6MO,2014-02-24,0.081,0.081,0.084,0.079,0.0305
US6MO,2014-02-23,0.079,0.081,0.081,0.079,-0.0296
US6MO,2014-02-21,0.081,0.081,0.084,0.081,-0.0357
US6MO,2014-02-20,0.084,0.083,0.088,0.081,0.037
US6MO,2014-02-19,0.081,0.076,0.091,0.076,0.0658
US6MO,2014-02-18,0.076,0.073,0.076,0.071,0.0704
US6MO,2014-02-17,0.071,0.071,0.071,0.071,0
US6MO,2014-02-14,0.071,0.076,0.076,0.066,-0.0405
US6MO,2014-02-13,0.074,0.086,0.086,0.073,-0.1395
US6MO,2014-02-12,0.086,0.091,0.091,0.083,-0.0549
US6MO,2014-02-11,0.091,0.106,0.113,0.086,0.2297
US6MO,2014-02-10,0.074,0.084,0.096,0.071,-0.0875
US6MO,2014-02-09,0.081,0.081,0.081,0.081,-0.0345
US6MO,2014-02-07,0.084,0.076,0.084,0.071,0.1053
US6MO,2014-02-06,0.076,0.066,0.086,0.063,0.1515
US6MO,2014-02-05,0.066,0.068,0.071,0.063,-0.0294
US6MO,2014-02-04,0.068,0.068,0.076,0.061,0.283
US6MO,2014-02-03,0.053,0.058,0.061,0.053,-0.0502
US6MO,2014-02-02,0.056,0.056,0.056,0.056,0
US6MO,2014-01-31,0.056,0.06,0.063,0.053,-0.0345
US6MO,2014-01-30,0.058,0.071,0.071,0.058,-0.1471
US6MO,2014-01-29,0.068,0.071,0.071,0.066,0
US6MO,2014-01-28,0.068,0.068,0.071,0.063,0
US6MO,2014-01-27,0.068,0.066,0.071,0.066,0.0319
US6MO,2014-01-26,0.066,0.066,0.066,0.066,0
US6MO,2014-01-24,0.066,0.058,0.076,0.051,0.1786
US6MO,2014-01-23,0.056,0.063,0.066,0.053,-0.1515
US6MO,2014-01-22,0.066,0.076,0.076,0.066,0.082
US6MO,2014-01-21,0.061,0.063,0.066,0.058,0
US6MO,2014-01-20,0.061,0.061,0.061,0.061,0
US6MO,2014-01-17,0.061,0.063,0.063,0.056,0
US6MO,2014-01-16,0.061,0.06,0.063,0.058,-0.0317
US6MO,2014-01-15,0.063,0.063,0.066,0.056,0.0328
US6MO,2014-01-14,0.061,0.063,0.063,0.056,0.0893
US6MO,2014-01-13,0.056,0.058,0.061,0.053,-0.0395
US6MO,2014-01-12,0.058,0.058,0.058,0.058,0
US6MO,2014-01-10,0.058,0.071,0.071,0.058,-0.0794
US6MO,2014-01-09,0.063,0.081,0.086,0.063,-0.1127
US6MO,2014-01-08,0.071,0.081,0.081,0.071,-0.0658
US6MO,2014-01-07,0.076,0.081,0.081,0.073,0
US6MO,2014-01-06,0.076,0.089,0.091,0.073,-0.1441
US6MO,2014-01-05,0.089,0.089,0.089,0.089,-0.0242
US6MO,2014-01-03,0.091,0.091,0.091,0.088,0
US6MO,2014-01-02,0.091,0.091,0.096,0.088,0
US6MO,2014-01-01,0.091,0.091,0.091,0.091,0
